Data;ID_Banco;ID_Categoria;Valor
23/03/2023;1;4;0,35
23/03/2023;1;41;4082,56
26/03/2023;2;12;24,75
26/03/2023;1;12;3212,85
26/03/2023;1;32;15098,24
26/03/2023;1;32;13576,51
26/03/2023;1;13;3212,85
26/03/2023;1;13;24,75
26/03/2023;1;4;9,06
27/03/2023;1;1;17,33
27/03/2023;1;2;3960,00
28/03/2023;2;12;9306,00
28/03/2023;4;1;12,38
28/03/2023;4;12;14782,68
28/03/2023;1;37;3088,80
28/03/2023;1;13;9306,00
28/03/2023;1;13;14782,68
29/03/2023;1;4;0,84
29/03/2023;1;25;31961,06
29/03/2023;1;32;16824,41
29/03/2023;1;32;10977,12
29/03/2023;1;11;8316,00
29/03/2023;1;11;7905,15
02/04/2023;2;12;5925,15
02/04/2023;1;13;5925,15
03/04/2023;1;4;0,54
03/04/2023;1;1;381,15
03/04/2023;1;2;3960,00
03/04/2023;1;1;17,33
03/04/2023;1;11;7900,20
03/04/2023;1;11;5430,15
03/04/2023;1;17;893,97
04/04/2023;1;25;14850,00
04/04/2023;1;6;9803,62
05/04/2023;4;12;7600,33
05/04/2023;1;38;257,35
05/04/2023;1;38;257,35
05/04/2023;1;13;7600,33
06/04/2023;1;2;3570,14
09/04/2023;1;2;3960,00
09/04/2023;1;1;17,33
10/04/2023;1;34;2475,00
11/04/2023;1;4;0,20
11/04/2023;1;14;6474,60
12/04/2023;1;31;25935,53
13/04/2023;2;12;7920,00
13/04/2023;1;13;7920,00
18/04/2023;1;4;0,69
18/04/2023;1;1;17,33
18/04/2023;1;2;3960,00
18/04/2023;1;32;20926,92
20/04/2023;4;2;3800,16
20/04/2023;1;4;0,45
20/04/2023;1;2;7920,00
20/04/2023;1;25;18315,00
20/04/2023;1;28;10721,35
20/04/2023;1;11;8316,00
23/04/2023;1;2;3570,14
23/04/2023;1;32;10741,50
23/04/2023;1;32;3910,50
23/04/2023;1;2;3960,00
24/04/2023;1;1;17,33
24/04/2023;1;2;7771,50
25/04/2023;1;37;4207,50
26/04/2023;1;2;3570,14
26/04/2023;1;9;7114,64
26/04/2023;1;2;7920,00
27/04/2023;1;32;22272,77
27/04/2023;1;32;25039,67
27/04/2023;1;2;23715,45
27/04/2023;1;4;1,29
27/04/2023;1;17;891,00
30/04/2023;1;12;10710,41
30/04/2023;1;13;10710,41
02/05/2023;1;1;8,66
02/05/2023;1;2;3960,00
04/05/2023;1;25;14850,00
04/05/2023;1;1;79,45
04/05/2023;1;1;381,15
07/05/2023;1;38;405,80
07/05/2023;1;38;257,35
10/05/2023;1;4;0,35
10/05/2023;1;32;6237,00
10/05/2023;1;32;4085,14
10/05/2023;1;14;133,65
10/05/2023;1;34;2475,00
14/05/2023;1;31;25935,53
16/05/2023;1;25;4217,75
18/05/2023;1;4;0,15
18/05/2023;1;28;3313,93
21/05/2023;1;2;3615,28
21/05/2023;1;10;3960,00
21/05/2023;1;1;17,33
22/05/2023;1;32;29700,00
22/05/2023;1;4;1,09
24/05/2023;1;1;17,33
24/05/2023;1;2;3960,00
25/05/2023;1;2;3960,00
25/05/2023;1;1;17,33
27/05/2023;1;10;7649,63
27/05/2023;4;2;3800,16
29/05/2023;1;4;0,15
29/05/2023;1;16;1675,08
30/05/2023;1;12;11264,91
30/05/2023;1;13;11264,91
01/06/2023;2;10;3960,00
01/06/2023;1;32;1417,14
01/06/2023;1;14;2054,65
01/06/2023;1;4;1,58
01/06/2023;1;14;376,20
01/06/2023;1;37;2970,00
04/06/2023;4;12;3800,16
04/06/2023;1;1;381,15
04/06/2023;1;13;3800,16
05/06/2023;2;10;3960,00
05/06/2023;1;1;17,33
05/06/2023;1;4;0,74
05/06/2023;1;38;257,35
05/06/2023;1;38;702,70
05/06/2023;1;17;896,94
05/06/2023;1;2;3960,00
06/06/2023;2;12;3960,00
06/06/2023;4;2;3800,16
06/06/2023;1;13;3960,00
07/06/2023;2;12;3960,00
07/06/2023;2;10;3960,00
07/06/2023;1;13;3960,00
08/06/2023;1;2;3564,00
08/06/2023;1;1;17,33
08/06/2023;1;41;4664,83
08/06/2023;1;4;2,13
11/06/2023;2;12;3960,00
11/06/2023;1;10;3615,28
11/06/2023;1;41;17468,35
11/06/2023;1;34;2475,00
11/06/2023;1;2;3960,00
11/06/2023;1;1;17,33
11/06/2023;1;4;2,38
11/06/2023;1;13;3960,00
12/06/2023;1;2;3615,28
12/06/2023;1;2;3615,28
12/06/2023;4;2;3800,16
13/06/2023;2;10;3960,00
13/06/2023;2;10;2970,00
13/06/2023;1;10;3072,56
13/06/2023;1;37;3955,55
13/06/2023;1;4;0,30
14/06/2023;1;28;7924,01
14/06/2023;1;32;6506,87
14/06/2023;1;1;17,33
14/06/2023;1;4;7,13
14/06/2023;1;2;3960,00
14/06/2023;1;47;495,00
14/06/2023;1;40;776,90
14/06/2023;1;32;6506,87
14/06/2023;1;47;495,00
15/06/2023;2;12;6930,00
15/06/2023;1;12;13918,41
15/06/2023;1;13;13918,41
15/06/2023;1;13;6930,00
16/06/2023;2;10;7444,80
17/06/2023;2;2;3960,00
18/06/2023;1;32;297,00
18/06/2023;1;32;11053,94
18/06/2023;1;32;297,00
18/06/2023;1;32;2763,49
18/06/2023;1;1;17,33
18/06/2023;1;4;2,28
18/06/2023;1;10;9306,00
19/06/2023;1;10;8375,40
20/06/2023;2;12;11404,80
20/06/2023;2;2;3960,00
20/06/2023;2;2;3960,00
20/06/2023;2;2;1980,00
20/06/2023;1;2;3615,28
20/06/2023;1;2;2710,72
20/06/2023;1;13;11404,80
20/06/2023;1;1;17,33
20/06/2023;1;2;3960,00
21/06/2023;1;32;17854,55
21/06/2023;1;32;4463,66
21/06/2023;1;1;36,14
21/06/2023;1;4;0,25
21/06/2023;1;2;3960,00
21/06/2023;1;2;16830,00
22/06/2023;2;12;7920,00
22/06/2023;1;13;7920,00
22/06/2023;1;22;332,15
25/06/2023;1;1;17,33
25/06/2023;1;2;3960,00
26/06/2023;1;32;9639,14
26/06/2023;1;4;1,14
26/06/2023;1;2;3960,00
26/06/2023;1;32;33462,05
28/06/2023;1;2;3615,28
28/06/2023;1;2;7920,00
28/06/2023;1;4;0,15
28/06/2023;1;37;3712,50
28/06/2023;1;32;4145,23
29/06/2023;1;2;9766,30
29/06/2023;1;17;891,00
29/06/2023;1;2;2475,00
02/07/2023;2;12;1980,00
02/07/2023;1;12;9941,28
02/07/2023;1;12;9766,30
02/07/2023;1;13;9941,28
02/07/2023;1;13;9766,30
02/07/2023;1;13;1980,00
03/07/2023;1;2;3615,28
03/07/2023;4;12;11400,49
03/07/2023;1;32;13743,43
03/07/2023;1;32;9912,33
03/07/2023;1;1;87,62
03/07/2023;1;1;381,15
03/07/2023;1;13;11400,49
03/07/2023;1;4;0,20
05/07/2023;1;41;5280,12
05/07/2023;1;41;8380,05
05/07/2023;1;4;0,35
05/07/2023;1;38;257,35
05/07/2023;1;38;257,35
06/07/2023;1;2;3615,28
06/07/2023;4;2;3800,16
07/07/2023;2;2;3960,00
09/07/2023;1;1;17,33
09/07/2023;1;4;0,15
09/07/2023;1;2;3960,00
09/07/2023;1;41;3943,27
10/07/2023;1;2;3762,00
10/07/2023;1;1;17,33
10/07/2023;1;2;3960,00
11/07/2023;2;12;3960,00
11/07/2023;1;13;3960,00
12/07/2023;1;4;0,15
12/07/2023;1;34;2475,00
12/07/2023;1;22;495,00
16/07/2023;1;4;0,10
16/07/2023;1;10;2313,68
16/07/2023;1;11;3960,00
17/07/2023;1;12;7230,56
17/07/2023;1;2;3615,28
17/07/2023;1;42;44735,63
17/07/2023;1;4;1,09
17/07/2023;1;13;7230,56
18/07/2023;2;18;2326,01
18/07/2023;2;9;2825,16
18/07/2023;2;6;1760,42
18/07/2023;2;16;2475,00
18/07/2023;4;14;830,12
19/07/2023;1;4;0,05
19/07/2023;1;28;9815,26
20/07/2023;1;4;0,54
20/07/2023;1;4;1,63
23/07/2023;1;12;3615,28
23/07/2023;1;1;36,14
23/07/2023;1;13;3615,28
24/07/2023;1;2;3615,28
24/07/2023;1;14;170,78
25/07/2023;4;2;3800,16
25/07/2023;1;2;3960,00
25/07/2023;1;1;17,33
26/07/2023;1;12;3615,28
26/07/2023;1;13;3615,28
26/07/2023;1;2;3960,00
26/07/2023;1;37;4207,50
27/07/2023;1;1;17,33
27/07/2023;1;4;0,20
27/07/2023;1;2;3960,00
27/07/2023;1;12;9535,09
27/07/2023;1;12;830,12
27/07/2023;2;13;9535,09
27/07/2023;2;42;148,50
27/07/2023;4;13;830,12
30/07/2023;1;26;18855,54
30/07/2023;1;2;3960,00
30/07/2023;2;23;0,00
31/07/2023;4;1;12,38
31/07/2023;4;12;3787,79
31/07/2023;1;41;12375,00
31/07/2023;1;26;12375,00
31/07/2023;1;32;7651,46
31/07/2023;1;32;7651,46
31/07/2023;1;39;7425,00
31/07/2023;1;13;3787,79
01/08/2023;1;2;3072,56
01/08/2023;1;2;3960,00
01/08/2023;1;17;891,00
02/08/2023;4;2;3802,00
02/08/2023;4;2;3231,71
02/08/2023;1;2;3615,28
02/08/2023;1;2;2589,10
02/08/2023;1;14;5766,75
02/08/2023;1;37;3891,69
02/08/2023;1;1;50,24
02/08/2023;1;1;381,15
03/08/2023;1;12;3615,28
03/08/2023;1;12;3072,56
03/08/2023;1;12;2589,10
03/08/2023;1;13;3615,28
03/08/2023;1;13;3072,56
03/08/2023;1;13;2589,10
05/08/2023;2;10;3083,85
06/08/2023;2;2;2722,50
06/08/2023;1;2;4067,56
06/08/2023;1;26;8289,07
06/08/2023;1;31;17820,00
06/08/2023;1;38;272,20
06/08/2023;1;38;420,65
06/08/2023;4;42;74,25
06/08/2023;2;10;3678,05
06/08/2023;2;10;3417,13
07/08/2023;1;2;4067,56
07/08/2023;1;2;4067,56
07/08/2023;1;12;4067,56
07/08/2023;1;26;44735,63
07/08/2023;1;13;4067,56
07/08/2023;2;10;3678,05
08/08/2023;2;12;2722,50
08/08/2023;1;12;4067,56
08/08/2023;1;26;129,00
08/08/2023;1;12;4067,56
08/08/2023;1;13;4067,56
08/08/2023;1;13;2722,50
08/08/2023;1;13;4067,56
10/08/2023;1;34;2475,00
10/08/2023;1;4;0,05
10/08/2023;2;10;3208,29
10/08/2023;2;10;3074,45
13/08/2023;1;47;138,60
13/08/2023;1;11;103,06
13/08/2023;1;11;138,60
13/08/2023;1;11;138,60
13/08/2023;1;4;0,40
13/08/2023;1;32;8692,20
13/08/2023;1;32;12475,19
13/08/2023;1;32;8692,20
13/08/2023;1;32;12475,19
13/08/2023;1;39;7425,00
13/08/2023;1;39;7425,00
13/08/2023;2;14;249,93
13/08/2023;2;14;1016,33
13/08/2023;4;42;346,50
14/08/2023;4;12;3800,16
14/08/2023;1;13;3800,16
15/08/2023;1;2;3615,28
15/08/2023;2;10;3083,85
15/08/2023;2;10;3678,05
15/08/2023;2;10;3083,85
16/08/2023;2;2;3960,00
16/08/2023;1;31;17820,00
16/08/2023;2;10;3083,85
16/08/2023;2;10;3074,45
17/08/2023;2;10;3156,17
20/08/2023;2;12;3960,00
20/08/2023;4;12;7033,70
20/08/2023;1;2;4455,00
20/08/2023;1;13;3960,00
20/08/2023;1;13;7033,70
20/08/2023;1;28;5447,77
20/08/2023;2;10;3678,05
21/08/2023;1;25;20790,00
21/08/2023;1;26;3397,78
21/08/2023;2;10;3074,45
21/08/2023;2;10;3083,85
22/08/2023;2;10;3260,52
23/08/2023;1;14;341,55
23/08/2023;2;10;3074,45
23/08/2023;2;10;3083,85
24/08/2023;1;26;10485,63
24/08/2023;2;10;3678,05
25/08/2023;1;2;3615,28
26/08/2023;2;10;3083,85
27/08/2023;4;6;4640,33
27/08/2023;4;17;485,10
27/08/2023;2;10;3074,45
27/08/2023;2;10;3074,45
27/08/2023;2;10;3260,52
29/08/2023;1;12;5546,18
29/08/2023;1;12;1266,26
29/08/2023;1;4;0,74
29/08/2023;1;14;5445,00
29/08/2023;1;37;3069,00
29/08/2023;2;13;1266,26
29/08/2023;4;13;5546,18
30/08/2023;1;2;3615,28
30/08/2023;1;13;18428,50
30/08/2023;1;2;3960,00
30/08/2023;2;1;18,17
30/08/2023;2;12;18428,50
31/08/2023;1;2;3615,28
31/08/2023;1;26;9609,09
31/08/2023;1;32;6450,00
31/08/2023;1;32;6450,00
03/09/2023;1;12;10974,84
03/09/2023;1;2;3960,00
03/09/2023;1;2;7920,00
03/09/2023;1;13;10974,84
03/09/2023;1;1;34,65
04/09/2023;1;2;3615,28
04/09/2023;1;4;0,64
04/09/2023;1;1;36,14
04/09/2023;1;1;100,49
04/09/2023;1;1;381,15
04/09/2023;1;2;4455,00
04/09/2023;1;37;18810,00
04/09/2023;1;17;968,86
04/09/2023;2;10;3074,45
04/09/2023;2;10;3260,52
05/09/2023;1;26;9821,44
05/09/2023;1;26;8988,56
05/09/2023;1;38;272,20
05/09/2023;1;38;272,20
06/09/2023;2;2;3168,00
06/09/2023;1;12;7230,56
06/09/2023;1;13;7230,56
06/09/2023;1;32;4950,00
06/09/2023;1;32;4950,00
06/09/2023;1;26;4522,96
06/09/2023;1;2;3874,07
06/09/2023;1;31;95069,90
06/09/2023;2;14;500,64
07/09/2023;2;10;3678,05
07/09/2023;2;10;3573,70
10/09/2023;1;2;2891,64
10/09/2023;1;4;1,09
10/09/2023;1;2;3960,00
10/09/2023;1;34;2475,00
11/09/2023;1;2;3615,28
12/09/2023;2;12;3168,00
12/09/2023;1;13;3168,00
12/09/2023;4;42;712,31
12/09/2023;4;18;923,67
12/09/2023;4;14;574,70
12/09/2023;4;9;1781,51
13/09/2023;1;4;4,95
13/09/2023;1;12;3992,18
13/09/2023;1;12;5820,01
13/09/2023;1;22;579,15
13/09/2023;2;13;5820,01
13/09/2023;2;14;3719,23
13/09/2023;2;14;464,90
13/09/2023;2;14;1135,23
13/09/2023;4;13;3992,18
14/09/2023;1;12;6506,92
14/09/2023;1;13;6506,92
14/09/2023;1;26;13258,53
14/09/2023;1;32;5262,20
14/09/2023;1;39;7425,00
14/09/2023;1;32;5262,20
14/09/2023;2;10;3083,85
15/09/2023;2;10;3678,05
17/09/2023;2;10;3208,29
18/09/2023;4;2;3802,00
18/09/2023;1;2;10395,00
18/09/2023;2;10;3156,17
18/09/2023;2;10;3074,45
20/09/2023;1;4;4,26
20/09/2023;1;28;8081,37
20/09/2023;4;6;2946,49
20/09/2023;2;10;3678,05
21/09/2023;1;12;5326,45
21/09/2023;1;26;14477,36
21/09/2023;1;1;17,33
21/09/2023;1;2;7920,00
21/09/2023;4;13;5326,45
21/09/2023;4;9;2379,96
21/09/2023;2;10;3083,85
21/09/2023;2;10;1757,45
22/09/2023;2;10;3083,85
23/09/2023;2;10;3074,45
23/09/2023;2;10;3083,85
24/09/2023;1;31;56430,00
24/09/2023;1;14;341,55
24/09/2023;2;10;3312,74
25/09/2023;1;4;31,04
25/09/2023;1;32;21529,13
25/09/2023;1;32;8606,42
25/09/2023;1;39;19800,00
25/09/2023;1;32;8606,42
25/09/2023;1;32;21529,13
25/09/2023;1;39;27225,00
25/09/2023;1;1;17,33
25/09/2023;1;2;6930,00
25/09/2023;1;2;14256,00
25/09/2023;1;2;7128,00
25/09/2023;2;9;2191,17
25/09/2023;2;6;5289,77
26/09/2023;2;10;1748,04
27/09/2023;1;2;3615,28
27/09/2023;1;13;37090,55
27/09/2023;1;47;97010,10
27/09/2023;2;1;27,97
27/09/2023;2;12;37090,55
28/09/2023;1;32;12981,67
28/09/2023;1;26;7031,43
28/09/2023;1;32;12981,67
28/09/2023;1;4;0,89
28/09/2023;2;10;3083,85
29/09/2023;2;10;3083,85
01/10/2023;4;2;3802,00
01/10/2023;1;12;3615,28
01/10/2023;1;17;964,41
01/10/2023;1;13;3615,28
01/10/2023;1;47;97010,10
01/10/2023;1;4;4,85
01/10/2023;4;16;1681,02
02/10/2023;1;2;3960,00
02/10/2023;1;2;7920,00
02/10/2023;1;1;17,33
02/10/2023;1;1;137,86
02/10/2023;1;1;381,15
02/10/2023;1;2;3975,54
03/10/2023;4;12;3802,00
03/10/2023;1;13;3802,00
03/10/2023;1;10;3212,55
03/10/2023;1;24;4405,50
03/10/2023;2;10;3083,85
04/10/2023;1;2;7920,00
04/10/2023;1;1;17,33
04/10/2023;1;2;3960,00
04/10/2023;2;10;3260,52
05/10/2023;1;26;8472,67
05/10/2023;1;1;36,14
05/10/2023;1;38;569,10
05/10/2023;1;38;272,20
05/10/2023;4;49;1485,00
05/10/2023;2;10;3312,74
08/10/2023;1;2;4067,56
08/10/2023;1;4;0,50
08/10/2023;1;12;11443,51
08/10/2023;1;12;12430,94
08/10/2023;1;1;51,98
08/10/2023;1;2;7920,00
08/10/2023;1;2;7920,00
08/10/2023;1;2;4455,00
08/10/2023;2;13;12430,94
08/10/2023;2;32;4950,00
08/10/2023;4;6;485,10
08/10/2023;4;13;11443,51
08/10/2023;4;32;4950,00
08/10/2023;4;6;2842,39
08/10/2023;2;10;2096,08
09/10/2023;2;2;4455,00
09/10/2023;2;2;4455,00
09/10/2023;1;2;7233,53
09/10/2023;1;12;4067,56
09/10/2023;1;2;3615,28
09/10/2023;1;2;4455,00
09/10/2023;1;2;4455,00
09/10/2023;1;1;34,65
09/10/2023;1;13;4067,56
09/10/2023;2;10;2416,84
10/10/2023;2;2;3564,00
10/10/2023;1;2;7966,78
10/10/2023;1;2;7966,78
10/10/2023;1;1;69,30
10/10/2023;1;2;3960,00
10/10/2023;1;2;4455,00
10/10/2023;1;2;4455,00
10/10/2023;1;10;8192,00
10/10/2023;1;34;2475,00
10/10/2023;4;14;574,70
10/10/2023;2;10;1748,04
11/10/2023;2;12;8910,00
11/10/2023;1;12;10848,82
11/10/2023;1;13;10848,82
11/10/2023;1;13;8910,00
11/10/2023;4;9;3075,78
11/10/2023;2;10;3083,85
14/10/2023;1;2;3615,28
14/10/2023;2;10;3083,85
14/10/2023;2;10;1748,04
15/10/2023;2;12;3564,00
15/10/2023;1;4;0,10
15/10/2023;1;13;3564,00
15/10/2023;1;43;5290,31
16/10/2023;2;2;3960,00
16/10/2023;1;2;4455,00
16/10/2023;1;2;3960,00
16/10/2023;1;26;6823,77
16/10/2023;4;6;490,05
16/10/2023;2;10;3678,05
17/10/2023;2;2;7920,00
17/10/2023;1;12;3615,28
17/10/2023;1;2;3615,28
17/10/2023;4;12;3802,00
17/10/2023;1;2;7920,00
17/10/2023;1;13;3802,00
17/10/2023;1;1;17,33
17/10/2023;1;13;3615,28
17/10/2023;2;10;2096,08
18/10/2023;2;12;3960,00
18/10/2023;1;25;20790,00
18/10/2023;1;2;7760,81
18/10/2023;1;2;15521,62
18/10/2023;1;2;4455,00
18/10/2023;1;2;6435,00
18/10/2023;1;1;17,33
18/10/2023;1;13;3960,00
19/10/2023;2;2;3960,00
19/10/2023;2;2;3960,00
19/10/2023;2;12;7920,00
19/10/2023;1;12;3615,28
19/10/2023;1;2;6930,00
19/10/2023;1;2;12870,00
19/10/2023;1;13;3615,28
19/10/2023;1;13;7920,00
19/10/2023;1;31;32175,00
19/10/2023;2;10;1757,45
19/10/2023;2;10;3260,52
20/10/2023;2;10;3083,85
21/10/2023;2;10;3156,17
22/10/2023;4;43;866,25
22/10/2023;1;4;13,46
22/10/2023;1;39;7425,00
22/10/2023;1;12;4885,16
22/10/2023;1;32;16632,30
22/10/2023;1;32;29136,64
22/10/2023;1;39;11137,50
22/10/2023;1;1;17,33
22/10/2023;1;37;8377,88
22/10/2023;1;37;6326,10
22/10/2023;1;22;1707,75
22/10/2023;1;22;1306,80
22/10/2023;1;28;19013,99
22/10/2023;1;2;7920,00
22/10/2023;1;12;6758,73
22/10/2023;1;26;5399,86
22/10/2023;1;32;29136,64
22/10/2023;1;32;16632,30
22/10/2023;1;39;1237,50
22/10/2023;2;13;4885,16
22/10/2023;2;8;1550,39
22/10/2023;2;14;1027,08
22/10/2023;2;22;2307,69
22/10/2023;4;13;6758,73
22/10/2023;4;42;277,20
22/10/2023;4;42;287,10
22/10/2023;4;42;108,90
22/10/2023;4;8;449,11
22/10/2023;4;18;322,25
22/10/2023;4;43;307,40
22/10/2023;2;10;1757,45
23/10/2023;2;2;3960,00
23/10/2023;1;2;3960,00
23/10/2023;1;2;7920,00
23/10/2023;1;2;3960,00
23/10/2023;1;1;51,98
23/10/2023;2;6;7417,48
23/10/2023;2;10;3074,45
24/10/2023;2;12;7920,00
24/10/2023;1;2;6509,89
24/10/2023;1;2;7920,00
24/10/2023;1;2;7920,00
24/10/2023;1;13;7920,00
24/10/2023;1;1;17,33
24/10/2023;1;11;3960,00
24/10/2023;1;14;341,55
25/10/2023;2;12;3960,00
25/10/2023;1;32;17681,40
25/10/2023;1;32;3492,72
25/10/2023;1;32;10478,16
25/10/2023;1;32;17681,40
25/10/2023;1;13;3960,00
25/10/2023;1;31;56430,00
25/10/2023;1;2;4466,14
25/10/2023;2;10;3156,17
26/10/2023;2;2;7920,00
26/10/2023;1;32;10571,67
26/10/2023;1;2;7920,00
26/10/2023;1;32;10571,67
26/10/2023;1;4;1,04
27/10/2023;2;2;3960,00
27/10/2023;4;17;485,10
27/10/2023;4;42;99,00
28/10/2023;2;10;3083,85
29/10/2023;1;13;30204,75
29/10/2023;2;10;3074,45
29/10/2023;2;1;18,17
29/10/2023;2;12;30204,75
29/10/2023;2;10;3083,85
30/10/2023;2;12;7920,00
30/10/2023;2;2;3960,00
30/10/2023;1;13;7920,00
30/10/2023;1;1;36,14
30/10/2023;1;26;3642,01
30/10/2023;1;10;3212,55
30/10/2023;1;4;21,73
30/10/2023;1;32;16004,98
30/10/2023;1;39;12375,00
30/10/2023;1;37;7172,55
30/10/2023;1;37;3586,28
30/10/2023;1;9;1134,09
30/10/2023;1;9;2268,19
30/10/2023;1;22;3217,50
30/10/2023;1;22;1608,75
30/10/2023;1;32;16004,98
30/10/2023;2;10;3208,29
31/10/2023;2;2;8415,00
31/10/2023;2;2;7920,00
31/10/2023;2;12;3960,00
31/10/2023;1;13;3960,00
31/10/2023;1;2;7920,00
31/10/2023;1;2;3960,00
31/10/2023;1;1;34,65
01/11/2023;2;12;3960,00
01/11/2023;1;2;7233,53
01/11/2023;1;2;3615,28
01/11/2023;1;2;7128,00
01/11/2023;1;2;3564,00
01/11/2023;1;2;3564,00
01/11/2023;1;2;7128,00
01/11/2023;1;13;3960,00
01/11/2023;1;11;495,00
